key;result
3a964e1e6b504272931abfac2d2d2d93;{"time": "2018-12-06T13:03:36.497652", "fingerprints": ["cb704bf43fd567f5e4683a1d47e563f886863255", "cb704bf43fd567f5e4683a1d47e563f886863255", "cb704bf43fd567f5e4683a1d47e563f886863255", "cb704bf43fd567f5e4683a1d47e563f886863255", "cb704bf43fd567f5e4683a1d47e563f886863255"], "cookie_id": "3186eb2d428048e28daaa1b8ea3d2781"}
7d77536613a54f1f865f8ea25dd5c0fd;{ }
9225b82a4c0749c8bac5e5121d11b710;{"time": "2018-12-06T12:59:59.862808", "fingerprints": ["5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a"], "cookie_id": "0d7b25668914481cbee43872df14e514"}
529c85eba6fc41989af5708a938a6d43;{"time": "2018-12-06T13:00:02.927432", "fingerprints": ["5477dfd86e4f41a3a5af64934fc7ccd656598c51", "5477dfd86e4f41a3a5af64934fc7ccd656598c51", "5477dfd86e4f41a3a5af64934fc7ccd656598c51", "5477dfd86e4f41a3a5af64934fc7ccd656598c51", "5477dfd86e4f41a3a5af64934fc7ccd656598c51"], "cookie_id": "ec4ab138e7af4868b1f9aa7fc8b80a59"}
0fd5c484cc094986a4ab80701a25544a;{"time": "2018-12-06T13:00:17.729415", "fingerprints": ["19fad0bb250254ba8d1a24551c149c20c025208f", "19fad0bb250254ba8d1a24551c149c20c025208f", "19fad0bb250254ba8d1a24551c149c20c025208f", "19fad0bb250254ba8d1a24551c149c20c025208f", "19fad0bb250254ba8d1a24551c149c20c025208f"], "cookie_id": null}
b3600c3ba3f44187a29929b1ca388b3e;{"time": "2018-12-06T13:02:47.863868", "fingerprints": ["7f9b1489c64692464628c2bef2b141ac65e2f110", "7f9b1489c64692464628c2bef2b141ac65e2f110", "7f9b1489c64692464628c2bef2b141ac65e2f110", "7f9b1489c64692464628c2bef2b141ac65e2f110", "7f9b1489c64692464628c2bef2b141ac65e2f110"], "cookie_id": "0fc0a489fbb74aae8f31be242e674e4f"}
12ad3b79660243d08e5eb4d28a4f8669;{ }
5b54d4e8549c4a8d93a92981cf40ab3c;{"time": "2018-12-06T13:00:02.770448", "fingerprints": ["1a52f6c5b7034b6b104b53429be731bdc663f3cb", "1a52f6c5b7034b6b104b53429be731bdc663f3cb", "1a52f6c5b7034b6b104b53429be731bdc663f3cb", "1a52f6c5b7034b6b104b53429be731bdc663f3cb", "1a52f6c5b7034b6b104b53429be731bdc663f3cb"], "cookie_id": "1bce3c7cea094163a56efda10504b883"}
bf836aff457940d1817422c1ca47843f;{"time": "2018-12-06T13:01:04.267773", "fingerprints": ["58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca"], "cookie_id": "7546b5c6aadb4e63a8a3d135b6700abb"}
d658a90423cf42e2bbc5339106a46029;{"time": "2018-12-06T13:02:21.468884", "fingerprints": ["d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca"], "cookie_id": "3097455a7a674aacaab4bfde6c936634"}
fe2e900b094b4ec3a0ce00107dd7803c;{"time": "2018-12-06T13:00:39.896610", "fingerprints": ["91b35bf67779b5575df9b8a0820c93be68997424", "91b35bf67779b5575df9b8a0820c93be68997424", "91b35bf67779b5575df9b8a0820c93be68997424", "91b35bf67779b5575df9b8a0820c93be68997424", "91b35bf67779b5575df9b8a0820c93be68997424"], "cookie_id": "c50256a1699d45e2a74627e367352c23"}
51f6a48ed61a4cd1947e61042837049a;{"time": "2018-12-06T12:59:53.583835", "fingerprints": ["0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054"], "cookie_id": "0b4eac8a67b74c39ab4686d0adf7e208"}
ec18433c83b54807aacdc5988264ffb6;{"time": "2018-12-06T13:00:14.723912", "fingerprints": ["d641f69477f7bfd1452f535a98022e30bea5e20e", "d641f69477f7bfd1452f535a98022e30bea5e20e", "d641f69477f7bfd1452f535a98022e30bea5e20e", "d641f69477f7bfd1452f535a98022e30bea5e20e", "d641f69477f7bfd1452f535a98022e30bea5e20e"], "cookie_id": "185782479a194369bad3dfb651faf643"}
d13ee39133e5471fb6c647822d058636;{"time": "2018-12-06T13:02:13.408293", "fingerprints": ["21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c"], "cookie_id": "fc1b500c0c7541ab9d205660ad5b3dec"}
ab1a7d7b002446778a8831349de8464b;{ }
1fc79c5b7e7f486e990e7c79f2d7b28a;{"time": "2018-12-06T13:01:58.025796", "fingerprints": ["461a2ec3c8effe2540bfc4f7097bcb61922b2915", "461a2ec3c8effe2540bfc4f7097bcb61922b2915", "461a2ec3c8effe2540bfc4f7097bcb61922b2915", "461a2ec3c8effe2540bfc4f7097bcb61922b2915", "461a2ec3c8effe2540bfc4f7097bcb61922b2915"], "cookie_id": "d2a9c1960a084c169d598126bc257612"}
14f75bd130634464958593a9fc963e02;{"time": "2018-12-06T13:01:02.957236", "fingerprints": ["ff83cbbcfbbd941216c9cc7e8fbcfef2631ca62a", "ff83cbbcfbbd941216c9cc7e8fbcfef2631ca62a", "ff83cbbcfbbd941216c9cc7e8fbcfef2631ca62a", "ff83cbbcfbbd941216c9cc7e8fbcfef2631ca62a", "ff83cbbcfbbd941216c9cc7e8fbcfef2631ca62a"], "cookie_id": "1febe899e072429588f72be8d76953de"}
de4d23df92fb49168e289a451895ac0b;{"time": "2018-12-06T13:00:33.426153", "fingerprints": ["1176062c85deb03cd164d5fe99b674d7ec281a7b", "1176062c85deb03cd164d5fe99b674d7ec281a7b", "1176062c85deb03cd164d5fe99b674d7ec281a7b", "1176062c85deb03cd164d5fe99b674d7ec281a7b", "1176062c85deb03cd164d5fe99b674d7ec281a7b"], "cookie_id": "69e50c98e325493481c5fcf3fe8f2955"}
6225c1ff649d44718026d5b72d5d6dc0;{"time": "2018-12-06T13:02:02.991389", "fingerprints": ["21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c", "21a54b89b435946336ca1f5a3b5feaf89b8ab37c"], "cookie_id": "fc1b500c0c7541ab9d205660ad5b3dec"}
159cc75b964c4b6aa893fb39aa07aefa;{"time": "2018-12-06T13:00:10.142014", "fingerprints": ["a5dbef65051499372b77dd523dc602085b4a6ab5", "a5dbef65051499372b77dd523dc602085b4a6ab5", "a5dbef65051499372b77dd523dc602085b4a6ab5", "a5dbef65051499372b77dd523dc602085b4a6ab5", "a5dbef65051499372b77dd523dc602085b4a6ab5"], "cookie_id": "c82b69fac960444db7ab134bb282a149"}
ce073fea75d8448a8acd6895d7b18aec;{"time": "2018-12-06T13:01:51.221591", "fingerprints": ["5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a"], "cookie_id": "0d7b25668914481cbee43872df14e514"}
5a8c1d7d34644d0a90ee41f11b2979e1;{ }
83716d1b47224e97a0f0dc04e048a371;{"time": "2018-12-06T13:01:43.648284", "fingerprints": ["5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a", "5e3c8541fe05714c10fd68fe6e1b76b1f1739c8a"], "cookie_id": "0d7b25668914481cbee43872df14e514"}
b26ff75d99bd4579ba2e4bcea63dfaea;{ }
9ddd9c16a84c4471b89fcb7d7490727e;{"time": "2018-12-06T13:01:37.189030", "fingerprints": ["aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e"], "cookie_id": "f65b8d2f44d1436d800d08f59f22f56f"}
b8a475adb6fe44d6a2624dc8464e89df;{"time": "2018-12-06T13:02:28.170086", "fingerprints": ["a5c6105031e96aa9cd4537d8bd51da6038df0408", "a5c6105031e96aa9cd4537d8bd51da6038df0408", "a5c6105031e96aa9cd4537d8bd51da6038df0408", "a5c6105031e96aa9cd4537d8bd51da6038df0408", "a5c6105031e96aa9cd4537d8bd51da6038df0408"], "cookie_id": "55a3d94be65a443ab29f9697ae0db5e7"}
63153afcdc244d7b9d16ddb771abe6d5;{"time": "2018-12-06T13:02:42.646984", "fingerprints": ["e31aac1e316307b7551c66f490b662206c030a81", "e31aac1e316307b7551c66f490b662206c030a81", "e31aac1e316307b7551c66f490b662206c030a81", "e31aac1e316307b7551c66f490b662206c030a81", "e31aac1e316307b7551c66f490b662206c030a81"], "cookie_id": "bbb84a21edfa48db864b238f66c620cf"}
37b0472290fd4fbaabd95555e455927e;{"time": "2018-12-06T13:01:48.671414", "fingerprints": ["eba1385f6086de3dc61c9c1fdd26728d5cbde446", "eba1385f6086de3dc61c9c1fdd26728d5cbde446", "eba1385f6086de3dc61c9c1fdd26728d5cbde446", "eba1385f6086de3dc61c9c1fdd26728d5cbde446", "eba1385f6086de3dc61c9c1fdd26728d5cbde446"], "cookie_id": "46cc3625e0244f539c59bce8dba92484"}
cbfb4375a4a24c6b95ff3fa1c3e54636;{"time": "2018-12-06T13:00:42.227822", "fingerprints": ["78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591"], "cookie_id": "de969b02ab5f433ebe89a9bf171bff25"}
d8e1b0e17a214209a4f75657d2f784cb;{"time": "2018-12-06T13:00:00.696511", "fingerprints": ["727e9bf8de2d8fee82257f5610b0f857d59fcdc8", "727e9bf8de2d8fee82257f5610b0f857d59fcdc8", "727e9bf8de2d8fee82257f5610b0f857d59fcdc8", "727e9bf8de2d8fee82257f5610b0f857d59fcdc8", "727e9bf8de2d8fee82257f5610b0f857d59fcdc8"], "cookie_id": "afe313db3dac49daa0f6faa9dabaafa6"}
cbf258d1b9ed42389c07c541723f4cd5;{"time": "2018-12-06T13:04:07.994598", "fingerprints": ["10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5"], "cookie_id": "47b0471efa56481181487f148f637405"}
30f2ed177d34476c80317001c444af4c;{"time": "2018-12-06T13:01:42.098286", "fingerprints": ["c14ceaf713e4e8a340522bb1b977e43c061fa5dd", "c14ceaf713e4e8a340522bb1b977e43c061fa5dd", "c14ceaf713e4e8a340522bb1b977e43c061fa5dd", "c14ceaf713e4e8a340522bb1b977e43c061fa5dd", "c14ceaf713e4e8a340522bb1b977e43c061fa5dd"], "cookie_id": "b126aedcc65d41d0ad8c427c5a8c270c"}
7410beba70c148e4b890a38c691d9c71;{"time": "2018-12-06T13:01:08.595351", "fingerprints": ["f3367151bdd8eaf853586c75b9aa16f9ec1d82b8", "f3367151bdd8eaf853586c75b9aa16f9ec1d82b8", "f3367151bdd8eaf853586c75b9aa16f9ec1d82b8", "f3367151bdd8eaf853586c75b9aa16f9ec1d82b8", "f3367151bdd8eaf853586c75b9aa16f9ec1d82b8"], "cookie_id": "13084e48e4974728aca013990fc5d025"}
d46a090896354ae09f226a7a614b3a3d;{"time": "2018-12-06T13:00:28.611639", "fingerprints": ["d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca", "d2cfa5eb85a9f1bad49038370f7d6e1c39360dca"], "cookie_id": "3097455a7a674aacaab4bfde6c936634"}
9fdf27fc205c4c6baed4446b65eaaa82;{"time": "2018-12-06T13:01:23.666667", "fingerprints": ["4368620f7ea8b1495e005c4829dba7f12a676284", "4368620f7ea8b1495e005c4829dba7f12a676284", "4368620f7ea8b1495e005c4829dba7f12a676284", "4368620f7ea8b1495e005c4829dba7f12a676284", "4368620f7ea8b1495e005c4829dba7f12a676284"], "cookie_id": "ba75bc98bc544b7586e96430fb75ed41"}
11a87df31ad5403aaf411508a9835ad2;{"time": "2018-12-06T13:02:47.359350", "fingerprints": ["d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12"], "cookie_id": "a8e85855ddd7438aac8de177e888db87"}
ef65ba10f2844d5c8d4a6f8dc0a6a285;{ }
795322267a714681918c63922e0d1e28;{"time": "2018-12-06T13:01:12.931443", "fingerprints": ["98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23"], "cookie_id": "abaa894dbd674dd6abd5cb9b7c40106e"}
b8ed4eda89754bfea4036702163af55c;{"time": "2018-12-06T13:00:59.021580", "fingerprints": ["c69d75d0b315b10d9713d45e653a5d0da4381e25", "c69d75d0b315b10d9713d45e653a5d0da4381e25", "c69d75d0b315b10d9713d45e653a5d0da4381e25", "c69d75d0b315b10d9713d45e653a5d0da4381e25", "c69d75d0b315b10d9713d45e653a5d0da4381e25"], "cookie_id": "bf1df7ad38ae4fb383873944356ac73c"}
a4f2812b61d54d15b1ead3080b985a92;{"time": "2018-12-06T13:01:43.176131", "fingerprints": ["aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e"], "cookie_id": "f65b8d2f44d1436d800d08f59f22f56f"}
bca6e2d09e224d57aa2b660c7ffa5bb4;{"time": "2018-12-06T13:01:46.299394", "fingerprints": ["58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca"], "cookie_id": "7546b5c6aadb4e63a8a3d135b6700abb"}
1d1511ec8da3446c91cf01c16f344dc1;{"time": "2018-12-06T13:01:49.007420", "fingerprints": ["ba5715d96dce5332fbea5a273f386bacfb026934", "ba5715d96dce5332fbea5a273f386bacfb026934", "ba5715d96dce5332fbea5a273f386bacfb026934", "ba5715d96dce5332fbea5a273f386bacfb026934", "ba5715d96dce5332fbea5a273f386bacfb026934"], "cookie_id": "a74ee9413d6c4e98a18895eb06d3e562"}
f1ea26283aed4deb9b538af3c3465b0a;{"time": "2018-12-06T13:01:04.428388", "fingerprints": ["d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12"], "cookie_id": "a8e85855ddd7438aac8de177e888db87"}
15ff5ec04410442b877ca6face17c2d1;{"time": "2018-12-06T13:01:53.734563", "fingerprints": ["704835f00dcc3ac4fa56c9a5abc595e6b02814fb", "704835f00dcc3ac4fa56c9a5abc595e6b02814fb", "704835f00dcc3ac4fa56c9a5abc595e6b02814fb", "704835f00dcc3ac4fa56c9a5abc595e6b02814fb", "704835f00dcc3ac4fa56c9a5abc595e6b02814fb"], "cookie_id": "55a32507545148f49c6ced0355b6c228"}
548fa486dcc047af97745b9aa9f512f9;{"time": "2018-12-06T13:01:26.866493", "fingerprints": ["3730f91aa16bd8c549d54fef46e3124ed5f694f5", "3730f91aa16bd8c549d54fef46e3124ed5f694f5", "3730f91aa16bd8c549d54fef46e3124ed5f694f5", "3730f91aa16bd8c549d54fef46e3124ed5f694f5", "3730f91aa16bd8c549d54fef46e3124ed5f694f5"], "cookie_id": "29dbb22aa45a44d798c0c75b97291226"}
1f7942b3353b430890f6a22a0d010b01;{"time": "2018-12-06T13:02:08.678191", "fingerprints": ["a6c6358c749fb81239de9603b74eea42388c7d98", "a6c6358c749fb81239de9603b74eea42388c7d98", "a6c6358c749fb81239de9603b74eea42388c7d98", "a6c6358c749fb81239de9603b74eea42388c7d98", "a6c6358c749fb81239de9603b74eea42388c7d98"], "cookie_id": "ac27d3ea12144eb6976ec8439cfd2e5f"}
4ec77962382c490192c83a81a88c46f5;{"time": "2018-12-06T13:00:16.693019", "fingerprints": ["326bd40250bad6a5f54db0ed7ea480551a180311", "326bd40250bad6a5f54db0ed7ea480551a180311", "326bd40250bad6a5f54db0ed7ea480551a180311", "326bd40250bad6a5f54db0ed7ea480551a180311", "326bd40250bad6a5f54db0ed7ea480551a180311"], "cookie_id": "6957c4a260cd4317ae7e183e93ef3773"}
6efdd0c7faaf4f2996595ed3088e994f;{"time": "2018-12-06T12:59:36.387387", "fingerprints": ["5303bb4aa99b0563e2f904dd520dcb120c6e737d", "5303bb4aa99b0563e2f904dd520dcb120c6e737d", "5303bb4aa99b0563e2f904dd520dcb120c6e737d", "5303bb4aa99b0563e2f904dd520dcb120c6e737d", "5303bb4aa99b0563e2f904dd520dcb120c6e737d"], "cookie_id": "f1c4956254e74f94b94cf40d1b616cf2"}
7e6010c431624a3d973f120358bb10e3;{ }
b43a9e97dbfe4bfebfd5144b7ad23900;{"time": "2018-12-06T13:01:22.059425", "fingerprints": ["ab3d58aac3e16fad56cd2caf88b098724f883ba6", "ab3d58aac3e16fad56cd2caf88b098724f883ba6", "ab3d58aac3e16fad56cd2caf88b098724f883ba6", "ab3d58aac3e16fad56cd2caf88b098724f883ba6", "ab3d58aac3e16fad56cd2caf88b098724f883ba6"], "cookie_id": "6b8b22fcca2342bca0ef0ad77a8125f2"}
6e0b5b7cd3d44f14bf6f859e70ee0358;{"time": "2018-12-06T13:01:38.795453", "fingerprints": ["98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23", "98c76a40a8348333cebaabcc1de9c5bdc43dad23"], "cookie_id": "abaa894dbd674dd6abd5cb9b7c40106e"}
9ba0b005700145729adf4f132309a78b;{"time": "2018-12-06T13:02:01.259671", "fingerprints": ["76d57f069896645eabe3e9bfc55a7b4227e9c4f1", "76d57f069896645eabe3e9bfc55a7b4227e9c4f1", "76d57f069896645eabe3e9bfc55a7b4227e9c4f1", "76d57f069896645eabe3e9bfc55a7b4227e9c4f1", "76d57f069896645eabe3e9bfc55a7b4227e9c4f1"], "cookie_id": "026b200549c34142a8d9f72a921fe1a6"}
1956f7be9630468eae3509a242287230;{"time": "2018-12-06T13:01:14.578704", "fingerprints": ["fafe57d14d4e1449387ece51ae69f3567443e27b", "fafe57d14d4e1449387ece51ae69f3567443e27b", "fafe57d14d4e1449387ece51ae69f3567443e27b", "fafe57d14d4e1449387ece51ae69f3567443e27b", "fafe57d14d4e1449387ece51ae69f3567443e27b"], "cookie_id": "16eb99631a6144f081dd1d01366a4eea"}
816f2b5046364d898e2026d6f23ffd48;{"time": "2018-12-06T13:01:50.615534", "fingerprints": ["ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38"], "cookie_id": "f49faf90143d454fa29ebb0315432c15"}
501373b8502f4a24b5ea0c415005bdbb;{"time": "2018-12-06T13:00:28.888329", "fingerprints": ["78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591", "78916679b40343041ffa2becaa8923379bc41591"], "cookie_id": "de969b02ab5f433ebe89a9bf171bff25"}
76a263f05bc747e3ba1ac535195f38cf;{"time": "2018-12-06T13:01:21.803482", "fingerprints": ["58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca"], "cookie_id": "7546b5c6aadb4e63a8a3d135b6700abb"}
d052961521a349b3b44d3594a59aa896;{"time": "2018-12-06T13:01:00.607393", "fingerprints": ["c8f5bab2d3df94e50fc7aeaa4fbcc9dca9d37149", "c8f5bab2d3df94e50fc7aeaa4fbcc9dca9d37149", "c8f5bab2d3df94e50fc7aeaa4fbcc9dca9d37149", "c8f5bab2d3df94e50fc7aeaa4fbcc9dca9d37149", "c8f5bab2d3df94e50fc7aeaa4fbcc9dca9d37149"], "cookie_id": "1db659a23ea8479ea5dda3028464b56e"}
77e5a37033b24668b18b3a01a632bae2;{"time": "2018-12-06T13:01:16.234669", "fingerprints": ["aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e", "aec2c96bfa44eae0d94ad2e479191c037844a22e"], "cookie_id": "f65b8d2f44d1436d800d08f59f22f56f"}
84e23718e7994996a1e6319e0ff396df;{"time": "2018-12-06T13:02:23.631403", "fingerprints": ["d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12", "d804c3051fe7d6f8e920383387c1a214737a6f12"], "cookie_id": "a8e85855ddd7438aac8de177e888db87"}
d49c0d936f2a4850893c0d034a9b70f4;{"time": "2018-12-06T13:01:01.576747", "fingerprints": ["10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5"], "cookie_id": "47b0471efa56481181487f148f637405"}
a940ecd254ec4376981f55c50b8b009f;{"time": "2018-12-06T13:01:36.587433", "fingerprints": ["0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054", "0b37be000e9dda85e6665acf78be5200a5d3e054"], "cookie_id": "0b4eac8a67b74c39ab4686d0adf7e208"}
1fa9999262344a6b868bba0c208c3c8e;{"time": "2018-12-06T13:02:03.083951", "fingerprints": ["fdf83f2c21cc625ffa83b6a1addb52d8c01d1c7c", "fdf83f2c21cc625ffa83b6a1addb52d8c01d1c7c", "fdf83f2c21cc625ffa83b6a1addb52d8c01d1c7c", "fdf83f2c21cc625ffa83b6a1addb52d8c01d1c7c", "fdf83f2c21cc625ffa83b6a1addb52d8c01d1c7c"], "cookie_id": "f2ee704c799c4b558b0e7b0aece402b5"}
4e610f190445454182517b312881ae73;{"time": "2018-12-06T13:02:05.905972", "fingerprints": ["96dec1c58b3bd24e959029774dd4762752511e43", "96dec1c58b3bd24e959029774dd4762752511e43", "96dec1c58b3bd24e959029774dd4762752511e43", "96dec1c58b3bd24e959029774dd4762752511e43", "96dec1c58b3bd24e959029774dd4762752511e43"], "cookie_id": "e9e8f5e40a0547949e53bb14248fe9fc"}
48c1eb139e3249f6a7d9e7f0d1054950;{"time": "2018-12-06T13:01:21.304573", "fingerprints": ["8251a75734d2bdf0b407982efd19920e7b45ef39", "8251a75734d2bdf0b407982efd19920e7b45ef39", "8251a75734d2bdf0b407982efd19920e7b45ef39", "8251a75734d2bdf0b407982efd19920e7b45ef39", "8251a75734d2bdf0b407982efd19920e7b45ef39"], "cookie_id": "8ba8ce10cf87469b9539ada19032105e"}
027ea15975944b5ebb73e8ca871e6ee8;{"time": "2018-12-06T13:02:13.560197", "fingerprints": ["10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5", "10ded1dbcd99aa1a7e3498a840277e615554f2d5"], "cookie_id": "47b0471efa56481181487f148f637405"}
b6bbe6546e6149de82d8bceb855b23ef;{"time": "2018-12-06T13:03:12.888940", "fingerprints": ["8c11f78bc56d25af7bfaf7cf49ca6a4b70468d94", "8c11f78bc56d25af7bfaf7cf49ca6a4b70468d94", "8c11f78bc56d25af7bfaf7cf49ca6a4b70468d94", "8c11f78bc56d25af7bfaf7cf49ca6a4b70468d94", "8c11f78bc56d25af7bfaf7cf49ca6a4b70468d94"], "cookie_id": "dfec5c8294d545d5968e8dfd5ebcb98c"}
a7b31baa086c4cab9a5acc87b40f028b;{"time": "2018-12-06T13:00:28.520991", "fingerprints": ["ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38", "ead994cedeaae5ddcfb265b72d4260dcc9991e38"], "cookie_id": "f49faf90143d454fa29ebb0315432c15"}
b3c8d2bfdf014ec6ae143bc3186bafef;{"time": "2018-12-06T13:00:09.586481", "fingerprints": ["58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca", "58dba35cc52700babc701fcdd064693cea7b5fca"], "cookie_id": "7546b5c6aadb4e63a8a3d135b6700abb"}
